CDTA2020,annee_fin_observation,# of Dwelling Units,Infested Dwelling Unit Count,Eradicated Unit Count,Re-infested  Dwelling Unit Count,taux_infestation,taux_eradication,taux_reinfestation,Borough,pop_num,population_density,pop_pov_pct,pop_pov_u18_pct,pop_65p_pct,unit_num,unit_occ_own_pct,rent_burden_med,med_r_1f,med_r_4f,med_r_cn,med_r_ot,rent_gross_med_adj
QN08,2022,39008.0,109.0,105.0,10.0,0.004248551494888065,0.0034473600761194493,0.0016111073285259702,QUEENS,148045.0,199.0,0.11800000000000001,0.133,0.19399999999999998,58118.0,0.491,29.2,975940.0,511330.0,513920.0,95170.0,1780.0
QN08,2023,35123.0,176.0,169.0,11.0,0.005551543719507194,0.005493971781410791,0.0014472855434221048,QUEENS,148045.0,199.0,0.11800000000000001,0.133,0.19399999999999998,58118.0,0.491,29.2,915000.0,497500.0,494000.0,45870.0,1780.0
QN08,2024,26308.0,545.0,534.0,71.0,0.005768529234608857,0.004989142984337767,0.0012782559042567624,QUEENS,148045.0,199.0,0.11800000000000001,0.133,0.19399999999999998,58118.0,0.491,29.2,915000.0,497500.0,494000.0,45870.0,1780.0
QN09,2018,11358.0,116.0,115.0,8.0,0.020501318227841982,0.020409675999102976,0.004492070181386037,QUEENS,139079.0,293.0,0.125,0.16,0.145,47505.0,0.465,33.7,682500.0,397140.0,523640.0,217300.0,1910.0
QN09,2019,8788.0,32.0,32.0,3.0,0.003776485728280345,0.003776485728280345,0.00017488873854593824,QUEENS,143756.0,303.0,0.10099999999999999,0.115,0.125,46788.0,0.48200000000000004,30.3,682970.0,419620.0,461880.0,188190.0,1900.0
QN09,2020,15056.0,73.0,73.0,17.0,0.012976217453678317,0.012976217453678317,0.006810456238664625,QUEENS,143841.0,303.0,0.14800000000000002,0.207,0.149,47285.0,0.498,32.9,682870.0,420820.0,557680.0,204770.0,1910.0
QN09,2021,16861.0,55.0,55.0,19.0,0.009302697509696072,0.009302697509696072,0.006902466352205608,QUEENS,143841.0,303.0,0.14800000000000002,0.207,0.149,47285.0,0.498,32.9,703370.0,444490.0,470930.0,189470.0,1920.0
QN09,2022,16780.0,40.0,39.0,16.0,0.007975942735090972,0.007950577475350714,0.0049813335448331345,QUEENS,136313.0,287.0,0.115,0.11199999999999999,0.156,47221.0,0.518,33.1,697690.0,425670.0,500430.0,174270.0,1830.0
QN09,2023,17251.0,52.0,46.0,6.0,0.004981739083441983,0.004790479195134599,0.0019557572319909245,QUEENS,136313.0,287.0,0.115,0.11199999999999999,0.156,47221.0,0.518,33.1,675000.0,395000.0,390200.0,156250.0,1830.0
QN09,2024,12090.0,24.0,20.0,1.0,0.002468944983608531,0.002323198309110103,2.9868578255675032e-05,QUEENS,136313.0,287.0,0.115,0.11199999999999999,0.156,47221.0,0.518,33.1,675000.0,395000.0,390200.0,156250.0,1830.0
QN10,2018,2665.0,39.0,31.0,7.0,0.020389397458518338,0.00804371844617266,0.0038171504838171505,QUEENS,128937.0,21.0,0.087,0.102,0.161,41576.0,0.6859999999999999,32.5,637780.0,379490.0,371840.0,160030.0,2010.0
QN10,2019,1572.0,14.0,13.0,1.0,0.006248020733663135,0.004581354066996468,0.00011627906976744185,QUEENS,118568.0,193.0,0.075,0.087,0.18100000000000002,40295.0,0.716,31.9,671400.0,405150.0,393580.0,126350.0,2000.0
QN10,2020,5135.0,29.0,24.0,9.0,0.010020642047264883,0.007032708153515241,0.005103791387888146,QUEENS,156106.0,254.0,0.106,0.111,0.16399999999999998,44251.0,0.695,37.7,694260.0,408300.0,412000.0,156490.0,1820.0
QN10,2021,7451.0,53.0,48.0,34.0,0.009889113810900095,0.007803463087874512,0.006152669632925473,QUEENS,156106.0,254.0,0.106,0.111,0.16399999999999998,44251.0,0.695,37.7,727050.0,447910.0,416400.0,209990.0,2040.0
QN10,2022,10998.0,18.0,17.0,4.0,0.0023625164167690393,0.002332687040799584,0.0017301038062283738,QUEENS,129072.0,21.0,0.091,0.073,0.16399999999999998,41958.0,0.684,33.0,712750.0,420480.0,407510.0,53240.0,1820.0
QN10,2023,10929.0,58.0,58.0,31.0,0.0058222119802858446,0.0058222119802858446,0.004545900834560628,QUEENS,129072.0,21.0,0.091,0.073,0.16399999999999998,41958.0,0.684,33.0,669000.0,421250.0,390000.0,131440.0,1820.0
QN10,2024,8297.0,4.0,4.0,0.0,0.00021972542149261836,0.00021972542149261836,0.0,QUEENS,129072.0,21.0,0.091,0.073,0.16399999999999998,41958.0,0.684,33.0,669000.0,421250.0,390000.0,131440.0,1820.0
QN11,2018,8781.0,8.0,8.0,0.0,0.0004681781445860578,0.0004681781445860578,0.0,QUEENS,115744.0,124.0,0.061,0.055,0.213,45398.0,0.675,32.0,1056690.0,664850.0,741330.0,270280.0,2290.0
QN11,2019,6828.0,9.0,9.0,0.0,0.0030420058014765357,0.0030420058014765357,0.0,QUEENS,114562.0,123.0,0.064,0.034,0.20600000000000002,45961.0,0.6890000000000001,28.4,1041820.0,636280.0,756350.0,324120.0,2180.0
QN11,2020,12383.0,24.0,24.0,0.0,0.0020581010565791018,0.0020581010565791018,0.0,QUEENS,121130.0,13.0,0.09300000000000001,0.11199999999999999,0.221,47626.0,0.71,40.0,995860.0,625970.0,664660.0,248960.0,2320.0
QN11,2021,11434.0,10.0,10.0,0.0,0.0003137463819601706,0.0003137463819601706,0.0,QUEENS,121130.0,13.0,0.09300000000000001,0.11199999999999999,0.221,47626.0,0.71,40.0,1045960.0,688490.0,655450.0,119880.0,2320.0
QN11,2022,13780.0,14.0,8.0,2.0,0.004987512566283942,0.00177723969308972,0.0016051364365971107,QUEENS,118293.0,127.0,0.084,0.067,0.223,46116.0,0.6920000000000001,25.9,1027850.0,622940.0,700810.0,276170.0,2310.0
QN11,2023,16612.0,6.0,6.0,2.0,0.0006306163578311284,0.0006306163578311284,0.0005162779397473275,QUEENS,118293.0,127.0,0.084,0.067,0.223,46116.0,0.6920000000000001,25.9,965000.0,623330.0,667500.0,264170.0,2310.0
QN11,2024,14178.0,7.0,7.0,1.0,0.00016264193207719458,0.00016264193207719458,5.4395126196692775e-06,QUEENS,118293.0,127.0,0.084,0.067,0.223,46116.0,0.6920000000000001,25.9,965000.0,623330.0,667500.0,264170.0,2310.0
QN12,2018,19946.0,195.0,194.0,8.0,0.02432271136647452,0.024292074111572564,0.0007045752450164214,QUEENS,241539.0,26.0,0.131,0.159,0.142,80667.0,0.501,32.8,553060.0,364780.0,358900.0,155490.0,1570.0
QN12,2019,7588.0,149.0,145.0,12.0,0.02263829269616491,0.016771485085171258,0.011855875336979987,QUEENS,241275.0,259.0,0.106,0.132,0.151,80826.0,0.505,30.2,579450.0,384900.0,337440.0,154340.0,1550.0
QN12,2020,25224.0,264.0,232.0,28.0,0.016151864881325636,0.012948196281590633,0.007921553185190106,QUEENS,270688.0,291.0,0.152,0.179,0.146,82291.0,0.518,37.4,608900.0,386960.0,369300.0,143670.0,1680.0
QN12,2021,25329.0,145.0,135.0,22.0,0.015198967056321847,0.011574527271773516,0.008694732261557227,QUEENS,270688.0,291.0,0.152,0.179,0.146,82291.0,0.518,37.4,660950.0,438980.0,377850.0,132540.0,1650.0
QN12,2022,34563.0,193.0,188.0,46.0,0.014631248577653097,0.013258235156446904,0.0114899768688987,QUEENS,248158.0,267.0,0.134,0.18,0.159,86917.0,0.493,32.6,643700.0,397120.0,321850.0,218030.0,1530.0
QN12,2023,29709.0,173.0,166.0,41.0,0.008359420585454616,0.007190358981370986,0.004282984429855617,QUEENS,248158.0,267.0,0.134,0.18,0.159,86917.0,0.493,32.6,605.0,390760.0,405000.0,216430.0,1530.0
QN12,2024,17485.0,103.0,87.0,18.0,0.007253310964133347,0.004714883273575839,0.00039160587633929876,QUEENS,248158.0,267.0,0.134,0.18,0.159,86917.0,0.493,32.6,605.0,390760.0,405000.0,216430.0,1530.0
QN13,2018,8222.0,55.0,55.0,4.0,0.03854124138590332,0.03854124138590332,0.021047619047619048,QUEENS,187761.0,95.0,0.071,0.06,0.18899999999999997,61469.0,0.762,28.8,617780.0,369190.0,447150.0,75240.0,1880.0
QN13,2019,4230.0,55.0,55.0,0.0,0.031204567126278136,0.031204567126278136,0.0,QUEENS,200660.0,102.0,0.055,0.045,0.19,65210.0,0.728,31.4,654030.0,399370.0,457250.0,75240.0,2020.0
QN13,2020,8558.0,72.0,72.0,3.0,0.02671543233093018,0.02671543233093018,0.007393341952165481,QUEENS,206394.0,105.0,0.083,0.105,0.196,67208.0,0.7240000000000001,31.1,660110.0,412570.0,472400.0,224210.0,1890.0
QN13,2021,12665.0,42.0,41.0,3.0,0.00401378832934159,0.004011636125484841,9.65890170435625e-05,QUEENS,206394.0,105.0,0.083,0.105,0.196,67208.0,0.7240000000000001,31.1,716030.0,450270.0,472400.0,190690.0,1920.0
QN13,2022,10846.0,30.0,30.0,1.0,0.0024235751522835676,0.0024235751522835676,3.270538984824699e-05,QUEENS,193823.0,98.0,0.087,0.11699999999999999,0.228,67050.0,0.725,32.7,685230.0,415290.0,472400.0,284220.0,1810.0
QN13,2023,9687.0,39.0,38.0,5.0,0.010127143091062225,0.008354093445672154,0.005421440261865793,QUEENS,193823.0,98.0,0.087,0.11699999999999999,0.228,67050.0,0.725,32.7,655000.0,387500.0,403730.0,97320.0,1810.0
QN13,2024,7329.0,23.0,23.0,1.0,0.0018091861159797188,0.0018091861159797188,0.00013171759747102215,QUEENS,193823.0,98.0,0.087,0.11699999999999999,0.228,67050.0,0.725,32.7,655000.0,387500.0,403730.0,97320.0,1810.0
QN14,2018,10625.0,192.0,183.0,10.0,0.010745681550395042,0.010216313257868854,0.0004110809893575992,QUEENS,127676.0,113.0,0.16399999999999998,0.222,0.139,46463.0,0.382,27.6,497750.0,297120.0,403030.0,68150.0,1450.0
QN14,2019,10134.0,134.0,129.0,22.0,0.033180689633549296,0.02966294099267945,0.027182603133994242,QUEENS,121740.0,108.0,0.18100000000000002,0.23199999999999998,0.179,44696.0,0.366,33.6,625090.0,347720.0,405150.0,113250.0,1430.0
QN14,2020,31744.0,289.0,276.0,39.0,0.006878173309533728,0.005101387023279871,0.0004362615269938111,QUEENS,134700.0,119.0,0.23800000000000002,0.271,0.17800000000000002,49734.0,0.354,35.8,682870.0,380700.0,465210.0,145590.0,1430.0
QN14,2021,45419.0,282.0,274.0,19.0,0.009905207651294297,0.007680554113730476,0.0015495422727974492,QUEENS,134700.0,119.0,0.23800000000000002,0.271,0.17800000000000002,49734.0,0.354,35.8,629010.0,372890.0,528210.0,61370.0,1500.0
QN14,2022,35764.0,205.0,174.0,24.0,0.009089094433406896,0.008829007741049114,0.006089711053671819,QUEENS,126629.0,112.0,0.17600000000000002,0.17600000000000002,0.18,50891.0,0.414,31.4,726240.0,371170.0,571030.0,113030.0,1410.0
QN14,2023,47706.0,223.0,222.0,19.0,0.008204384836949281,0.008197419205375466,0.005027216095976968,QUEENS,126629.0,112.0,0.17600000000000002,0.17600000000000002,0.18,50891.0,0.414,31.4,650000.0,336670.0,517330.0,83330.0,1410.0
QN14,2024,16833.0,236.0,235.0,3.0,0.0031955721327369823,0.003173768539504818,0.0001367059711257886,QUEENS,126629.0,112.0,0.17600000000000002,0.17600000000000002,0.18,50891.0,0.414,31.4,650000.0,336670.0,517330.0,83330.0,1410.0
QN81,2018,27.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2019,27.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2020,27.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2021,31.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2022,44.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2023,28.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN81,2024,12.0,0.0,0.0,0.0,0.0,0.0,0.0,QUEENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI01,2018,6303.0,124.0,123.0,31.0,0.013554319488262098,0.013324540076497393,0.002144771484219062,STATEN ISLAND,174606.0,128.0,0.17,0.19699999999999998,0.138,68647.0,0.55,32.3,531290.0,305950.0,370670.0,192610.0,1460.0
SI01,2019,7423.0,69.0,69.0,8.0,0.011621901213209334,0.011621901213209334,0.004071248833928662,STATEN ISLAND,176195.0,129.0,0.13,0.19699999999999998,0.142,71357.0,0.513,31.5,568370.0,318340.0,370430.0,154340.0,1400.0
SI01,2020,13590.0,86.0,83.0,15.0,0.005626150645249338,0.005133223507585358,0.0019061698591253653,STATEN ISLAND,185150.0,136.0,0.16699999999999998,0.22399999999999998,0.138,69433.0,0.584,35.8,580440.0,318690.0,392650.0,167110.0,1630.0
SI01,2021,12087.0,66.0,66.0,1.0,0.003074271501649209,0.003074271501649209,4.5662100456621006e-05,STATEN ISLAND,185150.0,136.0,0.16699999999999998,0.22399999999999998,0.138,69433.0,0.584,35.8,595680.0,341490.0,390400.0,171360.0,1550.0
SI01,2022,13370.0,45.0,45.0,4.0,0.0011389216895335325,0.0011389216895335325,0.0003474895961614909,STATEN ISLAND,184556.0,135.0,0.15,0.205,0.145,71018.0,0.562,33.5,590750.0,316660.0,371690.0,205570.0,1690.0
SI01,2023,14754.0,51.0,39.0,0.0,0.004038934131780433,0.0017938226595396233,0.0,STATEN ISLAND,184556.0,135.0,0.15,0.205,0.145,71018.0,0.562,33.5,560000.0,320000.0,382000.0,156670.0,1690.0
SI01,2024,10773.0,22.0,20.0,5.0,0.0006467571631320131,0.0006130309190551847,7.698712557688042e-05,STATEN ISLAND,184556.0,135.0,0.15,0.205,0.145,71018.0,0.562,33.5,560000.0,320000.0,382000.0,156670.0,1690.0
SI02,2018,1860.0,23.0,23.0,4.0,0.0017990307204646474,0.0017990307204646474,0.0004915816640039326,STATEN ISLAND,137973.0,59.0,0.09300000000000001,0.129,0.16899999999999998,50234.0,0.715,28.5,670730.0,423620.0,389490.0,253970.0,1520.0
SI02,2019,1552.0,17.0,17.0,0.0,0.006345422528822311,0.006345422528822311,0.0,STATEN ISLAND,138590.0,59.0,0.07200000000000001,0.102,0.18899999999999997,50727.0,0.7040000000000001,30.4,665610.0,435110.0,399370.0,96010.0,1590.0
SI02,2020,5184.0,48.0,48.0,11.0,0.0025611405864573063,0.0025611405864573063,0.0006171695465046987,STATEN ISLAND,138438.0,59.0,0.11599999999999999,0.157,0.207,50760.0,0.713,35.0,671490.0,426800.0,429610.0,96010.0,1580.0
SI02,2021,5009.0,15.0,15.0,1.0,0.0023252499274509135,0.0023252499274509135,0.000249003984063745,STATEN ISLAND,138438.0,59.0,0.11599999999999999,0.157,0.207,50760.0,0.713,35.0,689600.0,440640.0,424110.0,221790.0,1710.0
SI02,2022,5410.0,20.0,13.0,0.0,0.004384222994777915,0.0006478099512996538,0.0,STATEN ISLAND,145506.0,62.0,0.096,0.126,0.196,53652.0,0.722,30.0,704840.0,441250.0,425670.0,245710.0,1670.0
SI02,2023,5237.0,32.0,26.0,2.0,0.004911329507411069,0.004790078193855172,0.0002664535038635758,STATEN ISLAND,145506.0,62.0,0.096,0.126,0.196,53652.0,0.722,30.0,670000.0,429000.0,405000.0,203330.0,1670.0
SI02,2024,2730.0,5.0,4.0,1.0,0.0008573662419816266,0.0007751834674911598,8.21827744904668e-05,STATEN ISLAND,145506.0,62.0,0.096,0.126,0.196,53652.0,0.722,30.0,670000.0,429000.0,405000.0,203330.0,1670.0
SI03,2018,1152.0,25.0,25.0,0.0,0.009027921398960385,0.009027921398960385,0.0,STATEN ISLAND,163600.0,8.0,0.07400000000000001,0.09,0.18100000000000002,62305.0,0.821,27.1,641310.0,449800.0,415680.0,126250.0,1640.0
SI03,2019,1207.0,12.0,12.0,0.0,0.003060165866363479,0.003060165866363479,0.0,STATEN ISLAND,161358.0,79.0,0.040999999999999995,0.064,0.174,59681.0,0.78,24.2,642460.0,451460.0,427150.0,126250.0,1620.0
SI03,2020,2106.0,8.0,8.0,0.0,0.0009247757073844031,0.0009247757073844031,0.0,STATEN ISLAND,169906.0,83.0,0.06,0.068,0.17300000000000001,63961.0,0.804,28.6,643040.0,460940.0,443870.0,240760.0,1750.0
SI03,2021,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,STATEN ISLAND,169906.0,83.0,0.06,0.068,0.17300000000000001,63961.0,0.804,28.6,671970.0,468180.0,435130.0,183140.0,1540.0
SI03,2022,2286.0,8.0,8.0,0.0,0.0005456800330715172,0.0005456800330715172,0.0,STATEN ISLAND,161071.0,79.0,0.078,0.087,0.18600000000000003,59827.0,0.8009999999999999,38.6,676930.0,472400.0,454230.0,207210.0,1880.0
SI03,2023,2101.0,15.0,15.0,1.0,0.0009424378970225226,0.0009424378970225226,6.299212598425197e-05,STATEN ISLAND,161071.0,79.0,0.078,0.087,0.18600000000000003,59827.0,0.8009999999999999,38.6,655000.0,457500.0,430000.0,149000.0,1880.0
SI03,2024,1677.0,4.0,4.0,0.0,0.0005182931991880243,0.0005182931991880243,0.0,STATEN ISLAND,161071.0,79.0,0.078,0.087,0.18600000000000003,59827.0,0.8009999999999999,38.6,655000.0,457500.0,430000.0,149000.0,1880.0
